"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
2020,"L","WS",NA,"BET","BIGEYE TUNA",156
2020,"L","WS",NA,"BSH","BLUE SHARK",1
2020,"L","WS",NA,"SKJ","SKIPJACK TUNA",123
2012,"P","JP","DW","BET","BIGEYE TUNA",2036
2012,"P","JP","DW","PBF","PACIFIC BLUEFIN TUNA",113
2012,"P","JP","DW","YFT","YELLOWFIN TUNA",1679
2012,"P","JP","DW","SKJ","SKIPJACK TUNA",57266
2012,"P","JP","DW","ALB","ALBACORE",33665
1985,"T","US","AS","SKJ","SKIPJACK TUNA",18
1985,"T","US","AS","YFT","YELLOWFIN TUNA",18
2008,"R","TW",NA,"SKJ","SKIPJACK TUNA",2528
2020,"L","FM",NA,"SWO","SWORDFISH",48
2020,"L","FM",NA,"YFT","YELLOWFIN TUNA",2010
2020,"L","FM",NA,"BSH","BLUE SHARK",79
2020,"L","FM",NA,"BET","BIGEYE TUNA",2158
2020,"L","FM",NA,"THR","THRESHER SHARKS NEI",0.301
2020,"L","FM",NA,"SKJ","SKIPJACK TUNA",27
2020,"L","FM",NA,"ALB","ALBACORE",509
2020,"L","FM",NA,"MLS","STRIPED MARLIN",1
2020,"L","FM",NA,"MAK","MAKO SHARKS",5
1999,"S","PH","PH","BET","BIGEYE TUNA",2700
1999,"S","PH","PH","SKJ","SKIPJACK TUNA",68352
1999,"S","PH","PH","YFT","YELLOWFIN TUNA",24929
1961,"L","JP","CS","YFT","YELLOWFIN TUNA",295
1989,"P","AU",NA,"SKJ","SKIPJACK TUNA",399
1989,"P","AU",NA,"YFT","YELLOWFIN TUNA",63
2013,"S","SB",NA,"BET","BIGEYE TUNA",492
2013,"S","SB",NA,"YFT","YELLOWFIN TUNA",11660
2013,"S","SB",NA,"SKJ","SKIPJACK TUNA",12617
2017,"H","ID",NA,"SWO","SWORDFISH",4
2017,"H","ID",NA,"YFT","YELLOWFIN TUNA",12512
2017,"H","ID",NA,"BET","BIGEYE TUNA",463
2010,"L","KI",NA,"ALB","ALBACORE",66
2010,"L","KI",NA,"BSH","BLUE SHARK",3
2010,"L","KI",NA,"BET","BIGEYE TUNA",3
2010,"L","KI",NA,"YFT","YELLOWFIN TUNA",4
1998,"L","AU","AU","ALB","ALBACORE",478
1998,"L","AU","AU","YFT","YELLOWFIN TUNA",2152
1998,"L","AU","AU","MLS","STRIPED MARLIN",447
1998,"L","AU","AU","MAK","MAKO SHARKS",81
1998,"L","AU","AU","BET","BIGEYE TUNA",1166
1998,"L","AU","AU","SKJ","SKIPJACK TUNA",15
1998,"L","AU","AU","BSH","BLUE SHARK",56
1998,"L","AU","AU","PBF","PACIFIC BLUEFIN TUNA",3
1998,"L","AU","AU","SWO","SWORDFISH",2560
1965,"S","JP","CS","ALB","ALBACORE",11
1965,"S","JP","CS","BET","BIGEYE TUNA",201
1965,"S","JP","CS","SKJ","SKIPJACK TUNA",4657
1965,"S","JP","CS","YFT","YELLOWFIN TUNA",3752
1958,"L","US","HW","ALB","ALBACORE",7
1958,"L","US","HW","BET","BIGEYE TUNA",719
1958,"L","US","HW","YFT","YELLOWFIN TUNA",115
2007,"L","WS",NA,"BET","BIGEYE TUNA",101
2007,"L","WS",NA,"MLS","STRIPED MARLIN",21
2007,"L","WS",NA,"YFT","YELLOWFIN TUNA",305
2007,"L","WS",NA,"SKJ","SKIPJACK TUNA",40
2007,"L","WS",NA,"SWO","SWORDFISH",5
2007,"L","WS",NA,"ALB","ALBACORE",3113
2006,"P","FJ",NA,"YFT","YELLOWFIN TUNA",44
2006,"P","FJ",NA,"SKJ","SKIPJACK TUNA",431
1980,"L","PH",NA,"MLS","STRIPED MARLIN",22
1980,"L","PH",NA,"SWO","SWORDFISH",59
1980,"L","PH",NA,"SKJ","SKIPJACK TUNA",315
1980,"L","PH",NA,"YFT","YELLOWFIN TUNA",1076
1980,"L","PH",NA,"BET","BIGEYE TUNA",101
2003,"L","PG",NA,"SWO","SWORDFISH",30
2003,"L","PG",NA,"MLS","STRIPED MARLIN",18
2003,"L","PG",NA,"BET","BIGEYE TUNA",390
2003,"L","PG",NA,"ALB","ALBACORE",857
2003,"L","PG",NA,"YFT","YELLOWFIN TUNA",1747
2003,"L","PG",NA,"SKJ","SKIPJACK TUNA",2
2020,"L","AU","AU","MAK","MAKO SHARKS",40
2020,"L","AU","AU","THR","THRESHER SHARKS NEI",1
2020,"L","AU","AU","ALB","ALBACORE",1163
2020,"L","AU","AU","SKJ","SKIPJACK TUNA",5
2020,"L","AU","AU","MLS","STRIPED MARLIN",167
2020,"L","AU","AU","BET","BIGEYE TUNA",290
2020,"L","AU","AU","YFT","YELLOWFIN TUNA",1749
2020,"L","AU","AU","BSH","BLUE SHARK",297
2020,"L","AU","AU","SWO","SWORDFISH",611
1971,"O","JP",NA,"ALB","ALBACORE",359
1971,"O","JP",NA,"MLS","STRIPED MARLIN",2274
1971,"O","JP",NA,"BET","BIGEYE TUNA",21
1971,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1837
1971,"O","JP",NA,"SWO","SWORDFISH",541
1971,"O","JP",NA,"YFT","YELLOWFIN TUNA",226
1971,"O","JP",NA,"SKJ","SKIPJACK TUNA",2269
2013,"S","AU","AF","BSH","BLUE SHARK",40
2013,"S","AU","AF","THR","THRESHER SHARKS NEI",7
2013,"S","AU","AF","MAK","MAKO SHARKS",49
2024,"S","VN",NA,"YFT","YELLOWFIN TUNA",4089
2024,"S","VN",NA,"BET","BIGEYE TUNA",60
2024,"S","VN",NA,"SWO","SWORDFISH",4
2024,"S","VN",NA,"MLS","STRIPED MARLIN",3
2024,"S","VN",NA,"SKJ","SKIPJACK TUNA",59584
2022,"S","CK",NA,"BET","BIGEYE TUNA",462.265
2022,"S","CK",NA,"YFT","YELLOWFIN TUNA",414.856
2022,"S","CK",NA,"SKJ","SKIPJACK TUNA",3769.869
1980,"P","PW",NA,"SKJ","SKIPJACK TUNA",5580
1980,"P","PW",NA,"YFT","YELLOWFIN TUNA",996
2001,"S","MH",NA,"SKJ","SKIPJACK TUNA",27331
2001,"S","MH",NA,"BET","BIGEYE TUNA",2075
2001,"S","MH",NA,"YFT","YELLOWFIN TUNA",6368
1982,"O","TW",NA,"YFT","YELLOWFIN TUNA",565
1982,"O","TW",NA,"SKJ","SKIPJACK TUNA",437
2018,"L","NC",NA,"SWO","SWORDFISH",8
2018,"L","NC",NA,"MAK","MAKO SHARKS",24
2018,"L","NC",NA,"SKJ","SKIPJACK TUNA",15
2018,"L","NC",NA,"ALB","ALBACORE",1752
2018,"L","NC",NA,"YFT","YELLOWFIN TUNA",467
2018,"L","NC",NA,"PBF","PACIFIC BLUEFIN TUNA",1
2018,"L","NC",NA,"BSH","BLUE SHARK",6
2018,"L","NC",NA,"MLS","STRIPED MARLIN",52
2018,"L","NC",NA,"BET","BIGEYE TUNA",46
2014,"L","TV",NA,"SWO","SWORDFISH",3
2014,"L","TV",NA,"ALB","ALBACORE",78
2014,"L","TV",NA,"BET","BIGEYE TUNA",76
2014,"L","TV",NA,"YFT","YELLOWFIN TUNA",41
1977,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",884
1977,"G","JP",NA,"SWO","SWORDFISH",2344
1977,"G","JP",NA,"SKJ","SKIPJACK TUNA",1729
1977,"G","JP",NA,"MLS","STRIPED MARLIN",4424
1977,"G","JP",NA,"BET","BIGEYE TUNA",39
1977,"G","JP",NA,"YFT","YELLOWFIN TUNA",16
1977,"G","JP",NA,"ALB","ALBACORE",688
2008,"L","ID",NA,"BET","BIGEYE TUNA",5447
2008,"L","ID",NA,"YFT","YELLOWFIN TUNA",20651
2008,"L","ID",NA,"MLS","STRIPED MARLIN",232
2008,"L","ID",NA,"SWO","SWORDFISH",654
2016,"O","KI",NA,"YFT","YELLOWFIN TUNA",2169
2016,"O","KI",NA,"SKJ","SKIPJACK TUNA",2190
1957,"S","JP","CS","BET","BIGEYE TUNA",49
1957,"S","JP","CS","SKJ","SKIPJACK TUNA",2813
1957,"S","JP","CS","ALB","ALBACORE",83
1957,"S","JP","CS","YFT","YELLOWFIN TUNA",1496
1992,"P","ID",NA,"SKJ","SKIPJACK TUNA",67631
1992,"P","ID",NA,"YFT","YELLOWFIN TUNA",13705
1992,"P","ID",NA,"BET","BIGEYE TUNA",2952
2002,"O","TK",NA,"SKJ","SKIPJACK TUNA",5
2002,"O","TK",NA,"YFT","YELLOWFIN TUNA",2
2002,"O","TK",NA,"BET","BIGEYE TUNA",1
2024,"L","CK",NA,"ALB","ALBACORE",104.47
2024,"L","CK",NA,"SKJ","SKIPJACK TUNA",6.93
2024,"L","CK",NA,"MLS","STRIPED MARLIN",8.72
2024,"L","CK",NA,"YFT","YELLOWFIN TUNA",26.93
2024,"L","CK",NA,"SWO","SWORDFISH",2.21
2024,"L","CK",NA,"BET","BIGEYE TUNA",10.84
2017,"S","CN",NA,"SKJ","SKIPJACK TUNA",11066
2017,"S","CN",NA,"YFT","YELLOWFIN TUNA",3541
2017,"S","CN",NA,"BET","BIGEYE TUNA",868
2024,"G","JP",NA,"MLS","STRIPED MARLIN",77
2024,"G","JP",NA,"SWO","SWORDFISH",631
2024,"G","JP",NA,"SKJ","SKIPJACK TUNA",67
2024,"G","JP",NA,"YFT","YELLOWFIN TUNA",9
2024,"G","JP",NA,"ALB","ALBACORE",8
2013,"L","ID",NA,"MLS","STRIPED MARLIN",227
2013,"L","ID",NA,"SWO","SWORDFISH",640
2013,"L","ID",NA,"YFT","YELLOWFIN TUNA",19207
2013,"L","ID",NA,"BET","BIGEYE TUNA",4513
1976,"P","JP","DW","SKJ","SKIPJACK TUNA",221016
1976,"P","JP","DW","YFT","YELLOWFIN TUNA",7351
1976,"P","JP","DW","ALB","ALBACORE",84895
1976,"P","JP","DW","PBF","PACIFIC BLUEFIN TUNA",536
1976,"P","JP","DW","BET","BIGEYE TUNA",3313
2012,"H","ID",NA,"BET","BIGEYE TUNA",1231
2012,"H","ID",NA,"YFT","YELLOWFIN TUNA",14269
2012,"H","ID",NA,"SWO","SWORDFISH",4
1993,"S","KR",NA,"YFT","YELLOWFIN TUNA",49118
1993,"S","KR",NA,"SKJ","SKIPJACK TUNA",70279
1993,"S","KR",NA,"BET","BIGEYE TUNA",7175
2004,"L","NC",NA,"MLS","STRIPED MARLIN",211
2004,"L","NC",NA,"YFT","YELLOWFIN TUNA",631
2004,"L","NC",NA,"ALB","ALBACORE",1468
2004,"L","NC",NA,"SWO","SWORDFISH",17
2004,"L","NC",NA,"MAK","MAKO SHARKS",34
2004,"L","NC",NA,"BET","BIGEYE TUNA",90
1979,"P","ID",NA,"YFT","YELLOWFIN TUNA",1716
1979,"P","ID",NA,"BET","BIGEYE TUNA",191
2012,"L","US","HW","BSH","BLUE SHARK",12
2012,"L","US","HW","BET","BIGEYE TUNA",3660
2012,"L","US","HW","ALB","ALBACORE",480
2012,"L","US","HW","MLS","STRIPED MARLIN",209
2012,"L","US","HW","THR","THRESHER SHARKS NEI",9
2012,"L","US","HW","SWO","SWORDFISH",862
2012,"L","US","HW","MAK","MAKO SHARKS",42
2012,"L","US","HW","SKJ","SKIPJACK TUNA",115
2012,"L","US","HW","YFT","YELLOWFIN TUNA",576
2007,"R","PH",NA,"YFT","YELLOWFIN TUNA",6652
2007,"R","PH",NA,"SKJ","SKIPJACK TUNA",16629
2007,"R","PH",NA,"BET","BIGEYE TUNA",713
1983,"R","PH",NA,"SKJ","SKIPJACK TUNA",4210
1983,"R","PH",NA,"BET","BIGEYE TUNA",333
1983,"R","PH",NA,"YFT","YELLOWFIN TUNA",3028
1979,"L","SB",NA,"SWO","SWORDFISH",2
1979,"L","SB",NA,"YFT","YELLOWFIN TUNA",493
1979,"L","SB",NA,"BET","BIGEYE TUNA",86
1979,"L","SB",NA,"ALB","ALBACORE",21
1977,"P","ID",NA,"YFT","YELLOWFIN TUNA",532
1977,"P","ID",NA,"BET","BIGEYE TUNA",59
1986,"L","NC",NA,"YFT","YELLOWFIN TUNA",169
1986,"L","NC",NA,"MLS","STRIPED MARLIN",85
1986,"L","NC",NA,"ALB","ALBACORE",179
1986,"L","NC",NA,"BET","BIGEYE TUNA",19
1986,"L","NC",NA,"SWO","SWORDFISH",14
1985,"O","PH",NA,"SKJ","SKIPJACK TUNA",6712
1985,"O","PH",NA,"BET","BIGEYE TUNA",538
1985,"O","PH",NA,"YFT","YELLOWFIN TUNA",4840
1988,"O","PH",NA,"YFT","YELLOWFIN TUNA",3167
1988,"O","PH",NA,"BET","BIGEYE TUNA",352
1988,"O","PH",NA,"SKJ","SKIPJACK TUNA",4631
2001,"S","VN",NA,"SKJ","SKIPJACK TUNA",12130
2001,"S","VN",NA,"BET","BIGEYE TUNA",323
2001,"S","VN",NA,"YFT","YELLOWFIN TUNA",3720
1995,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",571
1995,"L","JP","CS","ALB","ALBACORE",17497
1995,"L","JP","CS","SWO","SWORDFISH",1386
1995,"L","JP","CS","BET","BIGEYE TUNA",5532
1995,"L","JP","CS","SKJ","SKIPJACK TUNA",111
1995,"L","JP","CS","MLS","STRIPED MARLIN",1840
1995,"L","JP","CS","YFT","YELLOWFIN TUNA",6886
2009,"O","PH",NA,"SKJ","SKIPJACK TUNA",1355
2009,"O","PH",NA,"YFT","YELLOWFIN TUNA",1327
2009,"O","PH",NA,"BET","BIGEYE TUNA",15
2017,"P","ID",NA,"BET","BIGEYE TUNA",819
2017,"P","ID",NA,"SKJ","SKIPJACK TUNA",59815
2017,"P","ID",NA,"YFT","YELLOWFIN TUNA",21304
2020,"L","FJ",NA,"THR","THRESHER SHARKS NEI",1
2020,"L","FJ",NA,"SWO","SWORDFISH",106
2020,"L","FJ",NA,"BSH","BLUE SHARK",82
2020,"L","FJ",NA,"MAK","MAKO SHARKS",14
2020,"L","FJ",NA,"BET","BIGEYE TUNA",736
2020,"L","FJ",NA,"ALB","ALBACORE",6664
2020,"L","FJ",NA,"SKJ","SKIPJACK TUNA",434
2020,"L","FJ",NA,"YFT","YELLOWFIN TUNA",4564
2020,"L","FJ",NA,"MLS","STRIPED MARLIN",22
1989,"O","PH",NA,"YFT","YELLOWFIN TUNA",3447
1989,"O","PH",NA,"SKJ","SKIPJACK TUNA",5352
1989,"O","PH",NA,"BET","BIGEYE TUNA",383
1981,"L","SB",NA,"BET","BIGEYE TUNA",25
1981,"L","SB",NA,"ALB","ALBACORE",2
1981,"L","SB",NA,"SWO","SWORDFISH",1
1981,"L","SB",NA,"YFT","YELLOWFIN TUNA",146
1977,"O","ID",NA,"YFT","YELLOWFIN TUNA",9241
1977,"O","ID",NA,"SKJ","SKIPJACK TUNA",26376
1977,"O","ID",NA,"BET","BIGEYE TUNA",1027
2014,"H","PH",NA,"YFT","YELLOWFIN TUNA",26925
2014,"H","PH",NA,"BET","BIGEYE TUNA",713
2014,"H","PH",NA,"SWO","SWORDFISH",16
2014,"H","PH",NA,"ALB","ALBACORE",125
2014,"H","PH",NA,"SKJ","SKIPJACK TUNA",3806
1964,"L","JP","CS","ALB","ALBACORE",216
1964,"L","JP","CS","YFT","YELLOWFIN TUNA",150
2007,"L","MH",NA,"BET","BIGEYE TUNA",3
2007,"L","MH",NA,"YFT","YELLOWFIN TUNA",2
2008,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",1476
2008,"L","JP","CS","BSH","BLUE SHARK",469
2008,"L","JP","CS","BET","BIGEYE TUNA",10355
2008,"L","JP","CS","ALB","ALBACORE",13679
2008,"L","JP","CS","MAK","MAKO SHARKS",22
2008,"L","JP","CS","SKJ","SKIPJACK TUNA",2
2008,"L","JP","CS","YFT","YELLOWFIN TUNA",3651
2008,"L","JP","CS","THR","THRESHER SHARKS NEI",26
2008,"L","JP","CS","MLS","STRIPED MARLIN",609
2008,"L","JP","CS","SWO","SWORDFISH",1785
2012,"O","KI",NA,"YFT","YELLOWFIN TUNA",1672
2012,"O","KI",NA,"SKJ","SKIPJACK TUNA",8310
2000,"L","NZ",NA,"BET","BIGEYE TUNA",421
2000,"L","NZ",NA,"BSH","BLUE SHARK",103
2000,"L","NZ",NA,"YFT","YELLOWFIN TUNA",98
2000,"L","NZ",NA,"THR","THRESHER SHARKS NEI",6
2000,"L","NZ",NA,"ALB","ALBACORE",1344
2000,"L","NZ",NA,"SWO","SWORDFISH",975
2000,"L","NZ",NA,"MAK","MAKO SHARKS",17
2000,"L","NZ",NA,"SKJ","SKIPJACK TUNA",1
2006,"O","NZ",NA,"BET","BIGEYE TUNA",1
2006,"O","NZ",NA,"SKJ","SKIPJACK TUNA",7
1954,"L","JP","CS","YFT","YELLOWFIN TUNA",255
1974,"L","JP","CS","MLS","STRIPED MARLIN",327
1974,"L","JP","CS","SKJ","SKIPJACK TUNA",25
1974,"L","JP","CS","SWO","SWORDFISH",508
1974,"L","JP","CS","ALB","ALBACORE",3115
1974,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",3183
1974,"L","JP","CS","YFT","YELLOWFIN TUNA",2477
1974,"L","JP","CS","BET","BIGEYE TUNA",1091
2019,"O","JP",NA,"YFT","YELLOWFIN TUNA",986
2019,"O","JP",NA,"MLS","STRIPED MARLIN",129
2019,"O","JP",NA,"SKJ","SKIPJACK TUNA",356
2019,"O","JP",NA,"SWO","SWORDFISH",554
2019,"O","JP",NA,"ALB","ALBACORE",122
2019,"O","JP",NA,"BET","BIGEYE TUNA",113
2019,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1313
1988,"O","FJ",NA,"SKJ","SKIPJACK TUNA",13
1988,"O","FJ",NA,"YFT","YELLOWFIN TUNA",9
1994,"S","ID","ID","BET","BIGEYE TUNA",1163
1994,"S","ID","ID","YFT","YELLOWFIN TUNA",8691
1994,"S","ID","ID","SKJ","SKIPJACK TUNA",28928
1983,"L","US","HW","SKJ","SKIPJACK TUNA",3
1983,"L","US","HW","BET","BIGEYE TUNA",466
1983,"L","US","HW","YFT","YELLOWFIN TUNA",361
1983,"L","US","HW","MLS","STRIPED MARLIN",114
1983,"L","US","HW","ALB","ALBACORE",6
2007,"T","NZ",NA,"ALB","ALBACORE",1736
2007,"T","NZ",NA,"PBF","PACIFIC BLUEFIN TUNA",1
1995,"L","FJ",NA,"BET","BIGEYE TUNA",378
1995,"L","FJ",NA,"ALB","ALBACORE",702
1995,"L","FJ",NA,"MLS","STRIPED MARLIN",67
1995,"L","FJ",NA,"YFT","YELLOWFIN TUNA",949
1995,"L","FJ",NA,"SWO","SWORDFISH",211
1988,"H","ID",NA,"BET","BIGEYE TUNA",134
1988,"H","ID",NA,"YFT","YELLOWFIN TUNA",4199
1988,"H","ID",NA,"SWO","SWORDFISH",9
2002,"L","CK",NA,"MLS","STRIPED MARLIN",14
2002,"L","CK",NA,"SKJ","SKIPJACK TUNA",16
2002,"L","CK",NA,"BET","BIGEYE TUNA",56
2002,"L","CK",NA,"YFT","YELLOWFIN TUNA",42
2002,"L","CK",NA,"SWO","SWORDFISH",13
2002,"L","CK",NA,"ALB","ALBACORE",490
1988,"S","SU",NA,"YFT","YELLOWFIN TUNA",843
1988,"S","SU",NA,"BET","BIGEYE TUNA",7
1988,"S","SU",NA,"SKJ","SKIPJACK TUNA",5339
2016,"P","SB",NA,"SKJ","SKIPJACK TUNA",594
2016,"P","SB",NA,"YFT","YELLOWFIN TUNA",117
2011,"L","US","AS","BET","BIGEYE TUNA",1263
2011,"L","US","AS","SWO","SWORDFISH",34
2011,"L","US","AS","THR","THRESHER SHARKS NEI",4
2011,"L","US","AS","YFT","YELLOWFIN TUNA",699
2011,"L","US","AS","SKJ","SKIPJACK TUNA",142
2011,"L","US","AS","PBF","PACIFIC BLUEFIN TUNA",2
2011,"L","US","AS","MLS","STRIPED MARLIN",71
2011,"L","US","AS","BSH","BLUE SHARK",5
2011,"L","US","AS","ALB","ALBACORE",2404
2011,"L","US","AS","MAK","MAKO SHARKS",8
1991,"P","NZ",NA,"ALB","ALBACORE",9
2016,"K","PH",NA,"BET","BIGEYE TUNA",327
2016,"K","PH",NA,"SKJ","SKIPJACK TUNA",5864
2016,"K","PH",NA,"YFT","YELLOWFIN TUNA",14188
2018,"P","JP","CS","BET","BIGEYE TUNA",156
2018,"P","JP","CS","SKJ","SKIPJACK TUNA",13418
2018,"P","JP","CS","YFT","YELLOWFIN TUNA",1942
2018,"P","JP","CS","ALB","ALBACORE",119
1989,"K","PH",NA,"BET","BIGEYE TUNA",2808
1989,"K","PH",NA,"YFT","YELLOWFIN TUNA",25552
1989,"K","PH",NA,"SKJ","SKIPJACK TUNA",12823
1983,"H","PH",NA,"BET","BIGEYE TUNA",183
1983,"H","PH",NA,"YFT","YELLOWFIN TUNA",5922
1983,"H","PH",NA,"SWO","SWORDFISH",104
2008,"T","US","MP","YFT","YELLOWFIN TUNA",8
2008,"T","US","MP","SKJ","SKIPJACK TUNA",77
1986,"S","PH","DW","SKJ","SKIPJACK TUNA",4010
1986,"S","PH","DW","YFT","YELLOWFIN TUNA",3650
1986,"S","PH","DW","BET","BIGEYE TUNA",960
2000,"G","JP",NA,"MLS","STRIPED MARLIN",1062
2000,"G","JP",NA,"BET","BIGEYE TUNA",1
2000,"G","JP",NA,"SKJ","SKIPJACK TUNA",2
2000,"G","JP",NA,"YFT","YELLOWFIN TUNA",9
2000,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",51
2000,"G","JP",NA,"SWO","SWORDFISH",808
2000,"G","JP",NA,"ALB","ALBACORE",67
1967,"P","PW",NA,"YFT","YELLOWFIN TUNA",52
1967,"P","PW",NA,"SKJ","SKIPJACK TUNA",3354
2007,"P","FJ",NA,"YFT","YELLOWFIN TUNA",44
2007,"P","FJ",NA,"SKJ","SKIPJACK TUNA",431
2007,"P","ID",NA,"BET","BIGEYE TUNA",5282
2007,"P","ID",NA,"YFT","YELLOWFIN TUNA",22529
2007,"P","ID",NA,"SKJ","SKIPJACK TUNA",118578
2023,"S","EC",NA,"YFT","YELLOWFIN TUNA",1441.059
2023,"S","EC",NA,"MLS","STRIPED MARLIN",0.15
2023,"S","EC",NA,"SKJ","SKIPJACK TUNA",11286.311
2023,"S","EC",NA,"BET","BIGEYE TUNA",2183.925
1969,"O","ID",NA,"SKJ","SKIPJACK TUNA",11214
1969,"O","ID",NA,"YFT","YELLOWFIN TUNA",4463
2004,"O","NU",NA,"YFT","YELLOWFIN TUNA",4
2004,"O","NU",NA,"SKJ","SKIPJACK TUNA",2
1983,"T","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",2028
1964,"G","JP",NA,"SWO","SWORDFISH",4
1964,"G","JP",NA,"SKJ","SKIPJACK TUNA",47
1964,"G","JP",NA,"MLS","STRIPED MARLIN",2
1964,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",9
1983,"T","US","MP","SKJ","SKIPJACK TUNA",84
1983,"T","US","MP","YFT","YELLOWFIN TUNA",10
1985,"L","JP","CS","YFT","YELLOWFIN TUNA",6229
1985,"L","JP","CS","SKJ","SKIPJACK TUNA",54
1985,"L","JP","CS","MLS","STRIPED MARLIN",711
1985,"L","JP","CS","SWO","SWORDFISH",980
1985,"L","JP","CS","BET","BIGEYE TUNA",4607
1985,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",67
1985,"L","JP","CS","ALB","ALBACORE",4045
2002,"L","PH",NA,"MLS","STRIPED MARLIN",10
2002,"L","PH",NA,"BET","BIGEYE TUNA",59
2002,"L","PH",NA,"YFT","YELLOWFIN TUNA",484
2002,"L","PH",NA,"SWO","SWORDFISH",26
2021,"T","US",NA,"ALB","ALBACORE",654
1994,"T","US","GU","SKJ","SKIPJACK TUNA",85
1994,"T","US","GU","YFT","YELLOWFIN TUNA",32
2006,"O","TK",NA,"SKJ","SKIPJACK TUNA",4
2006,"O","TK",NA,"YFT","YELLOWFIN TUNA",2
1991,"S","PH","DW","BET","BIGEYE TUNA",2347
1991,"S","PH","DW","SKJ","SKIPJACK TUNA",12970
1991,"S","PH","DW","YFT","YELLOWFIN TUNA",11224
1999,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",1030
1999,"L","JP","CS","BET","BIGEYE TUNA",5805
1999,"L","JP","CS","YFT","YELLOWFIN TUNA",5500
1999,"L","JP","CS","MLS","STRIPED MARLIN",1551
1999,"L","JP","CS","SKJ","SKIPJACK TUNA",74
1999,"L","JP","CS","ALB","ALBACORE",21219
1999,"L","JP","CS","SWO","SWORDFISH",1047
1969,"K","PH",NA,"SKJ","SKIPJACK TUNA",4890
1969,"K","PH",NA,"YFT","YELLOWFIN TUNA",14472
2022,"H","PH",NA,"SKJ","SKIPJACK TUNA",1416
2022,"H","PH",NA,"BET","BIGEYE TUNA",613
2022,"H","PH",NA,"SWO","SWORDFISH",16
2022,"H","PH",NA,"ALB","ALBACORE",70
2022,"H","PH",NA,"YFT","YELLOWFIN TUNA",17867
1993,"L","AU","JV","ALB","ALBACORE",126
1993,"L","AU","JV","YFT","YELLOWFIN TUNA",1
1993,"P","JP","CS","PBF","PACIFIC BLUEFIN TUNA",79
1993,"P","JP","CS","SKJ","SKIPJACK TUNA",9818
1993,"P","JP","CS","BET","BIGEYE TUNA",31
1993,"P","JP","CS","ALB","ALBACORE",386
1993,"P","JP","CS","YFT","YELLOWFIN TUNA",157
2003,"S","US",NA,"YFT","YELLOWFIN TUNA",27141
2003,"S","US",NA,"SKJ","SKIPJACK TUNA",54675
2003,"S","US",NA,"BET","BIGEYE TUNA",5640
1991,"N","JP",NA,"SKJ","SKIPJACK TUNA",971
1991,"N","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1
1991,"N","JP",NA,"MLS","STRIPED MARLIN",27
1991,"N","JP",NA,"BET","BIGEYE TUNA",4
1991,"N","JP",NA,"ALB","ALBACORE",1551
1991,"N","JP",NA,"SWO","SWORDFISH",74
1991,"N","JP",NA,"YFT","YELLOWFIN TUNA",2
2022,"S","VU",NA,"BET","BIGEYE TUNA",1886.783
2022,"S","VU",NA,"YFT","YELLOWFIN TUNA",12226.883
2022,"S","VU",NA,"MLS","STRIPED MARLIN",0.31
2022,"S","VU",NA,"SKJ","SKIPJACK TUNA",55427.056
2020,"S","JP","DW","YFT","YELLOWFIN TUNA",34091.503
2020,"S","JP","DW","SKJ","SKIPJACK TUNA",117489.145
2020,"S","JP","DW","ALB","ALBACORE",5961
2020,"S","JP","DW","BET","BIGEYE TUNA",4179.041
2020,"S","JP","DW","PBF","PACIFIC BLUEFIN TUNA",3960
1984,"S","US",NA,"BET","BIGEYE TUNA",12915
1984,"S","US",NA,"SKJ","SKIPJACK TUNA",93112
1984,"S","US",NA,"YFT","YELLOWFIN TUNA",53540
2000,"L","AU","AU","ALB","ALBACORE",381
2000,"L","AU","AU","PBF","PACIFIC BLUEFIN TUNA",8
2000,"L","AU","AU","BSH","BLUE SHARK",51
2000,"L","AU","AU","SKJ","SKIPJACK TUNA",15
2000,"L","AU","AU","SWO","SWORDFISH",2696
2000,"L","AU","AU","MLS","STRIPED MARLIN",506
2000,"L","AU","AU","YFT","YELLOWFIN TUNA",1799
2000,"L","AU","AU","MAK","MAKO SHARKS",138
2000,"L","AU","AU","BET","BIGEYE TUNA",765
2006,"L","PG",NA,"YFT","YELLOWFIN TUNA",2139
2006,"L","PG",NA,"ALB","ALBACORE",1811
2006,"L","PG",NA,"MLS","STRIPED MARLIN",15
2006,"L","PG",NA,"BET","BIGEYE TUNA",216
2006,"L","PG",NA,"SWO","SWORDFISH",80
2018,"S","TW",NA,"BET","BIGEYE TUNA",6675
2018,"S","TW",NA,"SWO","SWORDFISH",1
2018,"S","TW",NA,"SKJ","SKIPJACK TUNA",160135
