code,source_authority,geographic_identifier_nom
5325024,ICCAT,AT-SW
5325025,ICCAT,AT-SW
5325026,ICCAT,AT-SW
5325027,ICCAT,AT-SW
5325028,ICCAT,AT-SW
5325029,ICCAT,AT-SW
5325030,ICCAT,AT-SW
5325032,ICCAT,AT-SW
5325034,ICCAT,AT-SW
5325035,ICCAT,AT-SW
5325036,ICCAT,AT-SW
5325037,ICCAT,AT-SW
5325038,ICCAT,AT-SW
5325040,ICCAT,AT-SW
5325041,ICCAT,AT-SW
5325042,ICCAT,AT-SW
5325043,ICCAT,AT-SW
5325044,ICCAT,AT-SW
5325045,ICCAT,AT-SW
5325046,ICCAT,AT-SW
5325047,ICCAT,AT-SW
5325048,ICCAT,AT-SW
5325084,IATTC,EPO
5325085,IATTC,EPO
5325089,IATTC,EPO
5326000,ICCAT,AT-SE
5326002,ICCAT,AT-SE
5326003,ICCAT,AT-SE
5326005,ICCAT,AT-SE
5326007,ICCAT,AT-SE
5326008,ICCAT,AT-SE
5326010,ICCAT,AT-SE
5326011,ICCAT,AT-SE
5326012,ICCAT,AT-SE
5326013,ICCAT,AT-SE
5326015,ICCAT,AT-SE
5326018,ICCAT,AT-SE
5326022,ICCAT,AT-SW
5326023,ICCAT,AT-SW
5326024,ICCAT,AT-SW
5326025,ICCAT,AT-SW
5326026,ICCAT,AT-SW
5326028,ICCAT,AT-SW
5326030,ICCAT,AT-SW
5326031,ICCAT,AT-SW
5326032,ICCAT,AT-SW
5326035,ICCAT,AT-SW
5326036,ICCAT,AT-SW
5326037,ICCAT,AT-SW
5326038,ICCAT,AT-SW
5326039,ICCAT,AT-SW
5326040,ICCAT,AT-SW
5326041,ICCAT,AT-SW
5326042,ICCAT,AT-SW
5326043,ICCAT,AT-SW
5326044,ICCAT,AT-SW
5326045,ICCAT,AT-SW
5326046,ICCAT,AT-SW
5326047,ICCAT,AT-SW
5326048,ICCAT,AT-SW
5326084,IATTC,EPO
5327001,ICCAT,AT-SE
5327002,ICCAT,AT-SE
5327003,ICCAT,AT-SE
5327004,ICCAT,AT-SE
5327008,ICCAT,AT-SE
5327009,ICCAT,AT-SE
5327010,ICCAT,AT-SE
5327012,ICCAT,AT-SE
5327013,ICCAT,AT-SE
5327015,ICCAT,AT-SE
5327017,ICCAT,AT-SE
5327021,ICCAT,AT-SW
5327024,ICCAT,AT-SW
5327025,ICCAT,AT-SW
5327026,ICCAT,AT-SW
5327027,ICCAT,AT-SW
5327028,ICCAT,AT-SW
5327029,ICCAT,AT-SW
5327030,ICCAT,AT-SW
5327031,ICCAT,AT-SW
5327032,ICCAT,AT-SW
5327034,ICCAT,AT-SW
5327035,ICCAT,AT-SW
5327036,ICCAT,AT-SW
5327037,ICCAT,AT-SW
5327038,ICCAT,AT-SW
5327039,ICCAT,AT-SW
5327040,ICCAT,AT-SW
5327041,ICCAT,AT-SW
5327042,ICCAT,AT-SW
5327044,ICCAT,AT-SW
5327045,ICCAT,AT-SW
5327046,ICCAT,AT-SW
5327047,ICCAT,AT-SW
5327048,ICCAT,AT-SW
5327083,IATTC,EPO
5328000,ICCAT,AT-SE
5328001,ICCAT,AT-SE
5328002,ICCAT,AT-SE
5328005,ICCAT,AT-SE
5328006,ICCAT,AT-SE
5328008,ICCAT,AT-SE
5328009,ICCAT,AT-SE
5328010,ICCAT,AT-SE
5328011,ICCAT,AT-SE
5328013,ICCAT,AT-SE
5328014,ICCAT,AT-SE
5328015,ICCAT,AT-SE
5328016,ICCAT,AT-SE
5328025,ICCAT,AT-SW
5328026,ICCAT,AT-SW
5328027,ICCAT,AT-SW
5328028,ICCAT,AT-SW
5328029,ICCAT,AT-SW
5328030,ICCAT,AT-SW
5328031,ICCAT,AT-SW
5328033,ICCAT,AT-SW
5328034,ICCAT,AT-SW
5328036,ICCAT,AT-SW
5328037,ICCAT,AT-SW
5328038,ICCAT,AT-SW
5328039,ICCAT,AT-SW
5328040,ICCAT,AT-SW
5328041,ICCAT,AT-SW
5328042,ICCAT,AT-SW
5328043,ICCAT,AT-SW
5328045,ICCAT,AT-SW
5328046,ICCAT,AT-SW
5328047,ICCAT,AT-SW
5328048,ICCAT,AT-SW
5328049,ICCAT,AT-SW
5328083,IATTC,EPO
5328085,IATTC,EPO
5329000,ICCAT,AT-SE
5329001,ICCAT,AT-SE
5329003,ICCAT,AT-SE
5329004,ICCAT,AT-SE
5329005,ICCAT,AT-SE
5329006,ICCAT,AT-SE
5329007,ICCAT,AT-SE
5329009,ICCAT,AT-SE
5329010,ICCAT,AT-SE
5329013,ICCAT,AT-SE
5329015,ICCAT,AT-SE
5329016,ICCAT,AT-SE
5329018,ICCAT,AT-SE
5329026,ICCAT,AT-SW
5329028,ICCAT,AT-SW
5329029,ICCAT,AT-SW
5329030,ICCAT,AT-SW
5329032,ICCAT,AT-SW
5329034,ICCAT,AT-SW
5329035,ICCAT,AT-SW
5329038,ICCAT,AT-SW
5329039,ICCAT,AT-SW
5329040,ICCAT,AT-SW
5329041,ICCAT,AT-SW
5329042,ICCAT,AT-SW
5329043,ICCAT,AT-SW
5329045,ICCAT,AT-SW
5329046,ICCAT,AT-SW
5329047,ICCAT,AT-SW
5329048,ICCAT,AT-SW
5329049,ICCAT,AT-SW
5330000,ICCAT,AT-SE
5330001,ICCAT,AT-SE
5330002,ICCAT,AT-SE
5330003,ICCAT,AT-SE
5330004,ICCAT,AT-SE
5330005,ICCAT,AT-SE
5330006,ICCAT,AT-SE
5330007,ICCAT,AT-SE
5330010,ICCAT,AT-SE
5330013,ICCAT,AT-SE
5330014,ICCAT,AT-SE
5330015,ICCAT,AT-SE
5330016,ICCAT,AT-SE
5330018,ICCAT,AT-SE
5330021,ICCAT,AT-SW
5330024,ICCAT,AT-SW
5330026,ICCAT,AT-SW
5330027,ICCAT,AT-SW
5330030,ICCAT,AT-SW
5330031,ICCAT,AT-SW
5330032,ICCAT,AT-SW
5330034,ICCAT,AT-SW
5330035,ICCAT,AT-SW
5330037,ICCAT,AT-SW
5330039,ICCAT,AT-SW
5330040,ICCAT,AT-SW
5330041,ICCAT,AT-SW
5330042,ICCAT,AT-SW
5330043,ICCAT,AT-SW
5330044,ICCAT,AT-SW
5330045,ICCAT,AT-SW
5330046,ICCAT,AT-SW
5330047,ICCAT,AT-SW
5330048,ICCAT,AT-SW
5330049,ICCAT,AT-SW
5330050,ICCAT,AT-SW
5330051,ICCAT,AT-SW
5331000,ICCAT,AT-SE
5331001,ICCAT,AT-SE
5331002,ICCAT,AT-SE
5331005,ICCAT,AT-SE
5331007,ICCAT,AT-SE
5331009,ICCAT,AT-SE
5331012,ICCAT,AT-SE
5331013,ICCAT,AT-SE
5331015,ICCAT,AT-SE
5331016,ICCAT,AT-SE
5331021,ICCAT,AT-SW
5331024,ICCAT,AT-SW
5331025,ICCAT,AT-SW
5331026,ICCAT,AT-SW
5331027,ICCAT,AT-SW
5331030,ICCAT,AT-SW
5331031,ICCAT,AT-SW
5331032,ICCAT,AT-SW
5331034,ICCAT,AT-SW
5331035,ICCAT,AT-SW
5331039,ICCAT,AT-SW
5331040,ICCAT,AT-SW
5331042,ICCAT,AT-SW
5331043,ICCAT,AT-SW
5331044,ICCAT,AT-SW
5331045,ICCAT,AT-SW
5331046,ICCAT,AT-SW
5331047,ICCAT,AT-SW
5331048,ICCAT,AT-SW
5331049,ICCAT,AT-SW
5331050,ICCAT,AT-SW
5331051,ICCAT,AT-SW
5331052,ICCAT,AT-SW
5332001,ICCAT,AT-SE
5332003,ICCAT,AT-SE
5332005,ICCAT,AT-SE
5332006,ICCAT,AT-SE
5332008,ICCAT,AT-SE
5332009,ICCAT,AT-SE
5332010,ICCAT,AT-SE
5332011,ICCAT,AT-SE
5332012,ICCAT,AT-SE
5332013,ICCAT,AT-SE
5332014,ICCAT,AT-SE
5332015,ICCAT,AT-SE
5332016,ICCAT,AT-SE
5332017,ICCAT,AT-SE
5332023,ICCAT,AT-SW
5332027,ICCAT,AT-SW
5332028,ICCAT,AT-SW
5332030,ICCAT,AT-SW
5332032,ICCAT,AT-SW
5332033,ICCAT,AT-SW
5332035,ICCAT,AT-SW
5332037,ICCAT,AT-SW
5332038,ICCAT,AT-SW
5332039,ICCAT,AT-SW
5332040,ICCAT,AT-SW
5332042,ICCAT,AT-SW
5332043,ICCAT,AT-SW
5332044,ICCAT,AT-SW
5332046,ICCAT,AT-SW
5332047,ICCAT,AT-SW
5332048,ICCAT,AT-SW
5332049,ICCAT,AT-SW
5332050,ICCAT,AT-SW
5332051,ICCAT,AT-SW
5332052,ICCAT,AT-SW
5333001,ICCAT,AT-SE
5333002,ICCAT,AT-SE
5333003,ICCAT,AT-SE
5333008,ICCAT,AT-SE
5333010,ICCAT,AT-SE
5333013,ICCAT,AT-SE
5333014,ICCAT,AT-SE
5333016,ICCAT,AT-SE
5333017,ICCAT,AT-SE
5333018,ICCAT,AT-SE
5333021,ICCAT,AT-SW
5333022,ICCAT,AT-SW
5333027,ICCAT,AT-SW
5333029,ICCAT,AT-SW
5333030,ICCAT,AT-SW
5333031,ICCAT,AT-SW
5333032,ICCAT,AT-SW
5333033,ICCAT,AT-SW
5333034,ICCAT,AT-SW
5333035,ICCAT,AT-SW
5333036,ICCAT,AT-SW
5333037,ICCAT,AT-SW
5333038,ICCAT,AT-SW
5333039,ICCAT,AT-SW
5333040,ICCAT,AT-SW
5333042,ICCAT,AT-SW
5333043,ICCAT,AT-SW
5333044,ICCAT,AT-SW
5333045,ICCAT,AT-SW
5333046,ICCAT,AT-SW
5333047,ICCAT,AT-SW
5333048,ICCAT,AT-SW
5333049,ICCAT,AT-SW
5333050,ICCAT,AT-SW
5333051,ICCAT,AT-SW
5333052,ICCAT,AT-SW
5333053,ICCAT,AT-SW
5333058,ICCAT,AT-SW
5334000,ICCAT,AT-SE
5334004,ICCAT,AT-SE
5334005,ICCAT,AT-SE
5334006,ICCAT,AT-SE
5334007,ICCAT,AT-SE
5334008,ICCAT,AT-SE
5334009,ICCAT,AT-SE
5334012,ICCAT,AT-SE
5334014,ICCAT,AT-SE
5334015,ICCAT,AT-SE
5334016,ICCAT,AT-SE
5334022,ICCAT,AT-SW
5334023,ICCAT,AT-SW
5334028,ICCAT,AT-SW
5334031,ICCAT,AT-SW
5334032,ICCAT,AT-SW
5334033,ICCAT,AT-SW
5334034,ICCAT,AT-SW
5334035,ICCAT,AT-SW
5334036,ICCAT,AT-SW
5334037,ICCAT,AT-SW
5334038,ICCAT,AT-SW
5334039,ICCAT,AT-SW
5334041,ICCAT,AT-SW
5334042,ICCAT,AT-SW
5334044,ICCAT,AT-SW
5334045,ICCAT,AT-SW
5334046,ICCAT,AT-SW
5334047,ICCAT,AT-SW
5334048,ICCAT,AT-SW
5334049,ICCAT,AT-SW
5334050,ICCAT,AT-SW
5334051,ICCAT,AT-SW
5334052,ICCAT,AT-SW
5335000,ICCAT,AT-SE
5335001,ICCAT,AT-SE
5335002,ICCAT,AT-SE
5335003,ICCAT,AT-SE
5335005,ICCAT,AT-SE
5335007,ICCAT,AT-SE
5335008,ICCAT,AT-SE
5335010,ICCAT,AT-SE
5335012,ICCAT,AT-SE
5335015,ICCAT,AT-SE
5335016,ICCAT,AT-SE
5335018,ICCAT,AT-SE
5335023,ICCAT,AT-SW
5335024,ICCAT,AT-SW
5335025,ICCAT,AT-SW
5335030,ICCAT,AT-SW
5335033,ICCAT,AT-SW
5335035,ICCAT,AT-SW
5335036,ICCAT,AT-SW
5335037,ICCAT,AT-SW
5335038,ICCAT,AT-SW
5335040,ICCAT,AT-SW
5335041,ICCAT,AT-SW
5335042,ICCAT,AT-SW
5335044,ICCAT,AT-SW
5335045,ICCAT,AT-SW
5335046,ICCAT,AT-SW
5335047,ICCAT,AT-SW
5335048,ICCAT,AT-SW
5335049,ICCAT,AT-SW
5335050,ICCAT,AT-SW
5335051,ICCAT,AT-SW
5335052,ICCAT,AT-SW
5335053,ICCAT,AT-SW
5335054,ICCAT,AT-SW
5336001,ICCAT,AT-SE
5336002,ICCAT,AT-SE
5336005,ICCAT,AT-SE
5336010,ICCAT,AT-SE
5336012,ICCAT,AT-SE
5336017,ICCAT,AT-SE
5336018,ICCAT,AT-SE
5336023,ICCAT,AT-SW
5336026,ICCAT,AT-SW
5336027,ICCAT,AT-SW
5336031,ICCAT,AT-SW
5336034,ICCAT,AT-SW
5336035,ICCAT,AT-SW
5336036,ICCAT,AT-SW
5336038,ICCAT,AT-SW
5336039,ICCAT,AT-SW
5336041,ICCAT,AT-SW
5336042,ICCAT,AT-SW
5336043,ICCAT,AT-SW
5336044,ICCAT,AT-SW
5336046,ICCAT,AT-SW
5336047,ICCAT,AT-SW
5336048,ICCAT,AT-SW
5336049,ICCAT,AT-SW
5336050,ICCAT,AT-SW
5336051,ICCAT,AT-SW
5336052,ICCAT,AT-SW
5336053,ICCAT,AT-SW
5336054,ICCAT,AT-SW
5337000,ICCAT,AT-SE
5337001,ICCAT,AT-SE
5337002,ICCAT,AT-SE
5337003,ICCAT,AT-SE
5337004,ICCAT,AT-SE
5337006,ICCAT,AT-SE
5337007,ICCAT,AT-SE
5337015,ICCAT,AT-SE
5337018,ICCAT,AT-SE
5337021,ICCAT,AT-SW
5337025,ICCAT,AT-SW
5337031,ICCAT,AT-SW
5337036,ICCAT,AT-SW
5337037,ICCAT,AT-SW
5337038,ICCAT,AT-SW
5337039,ICCAT,AT-SW
5337040,ICCAT,AT-SW
5337042,ICCAT,AT-SW
5337043,ICCAT,AT-SW
5337044,ICCAT,AT-SW
5337045,ICCAT,AT-SW
5337046,ICCAT,AT-SW
5337047,ICCAT,AT-SW
5337048,ICCAT,AT-SW
5337050,ICCAT,AT-SW
5337051,ICCAT,AT-SW
5337052,ICCAT,AT-SW
5337053,ICCAT,AT-SW
5337054,ICCAT,AT-SW
5337055,ICCAT,AT-SW
5337056,ICCAT,AT-SW
5337057,ICCAT,AT-SW
5337136,IATTC,EPO
5337144,IATTC,EPO
5337145,IATTC,EPO
5338001,ICCAT,AT-SE
5338005,ICCAT,AT-SE
5338006,ICCAT,AT-SE
5338007,ICCAT,AT-SE
5338010,ICCAT,AT-SE
5338011,ICCAT,AT-SE
5338012,ICCAT,AT-SE
5338014,ICCAT,AT-SE
5338015,ICCAT,AT-SE
5338016,ICCAT,AT-SE
5338018,ICCAT,AT-SE
5338021,ICCAT,AT-SW
5338024,ICCAT,AT-SW
5338025,ICCAT,AT-SW
5338030,ICCAT,AT-SW
5338036,ICCAT,AT-SW
5338037,ICCAT,AT-SW
5338038,ICCAT,AT-SW
5338039,ICCAT,AT-SW
5338040,ICCAT,AT-SW
5338042,ICCAT,AT-SW
5338043,ICCAT,AT-SW
5338045,ICCAT,AT-SW
5338046,ICCAT,AT-SW
5338047,ICCAT,AT-SW
5338048,ICCAT,AT-SW
5338051,ICCAT,AT-SW
5338055,ICCAT,AT-SW
5338056,ICCAT,AT-SW
5338057,ICCAT,AT-SW
5338110,IATTC,EPO
5338125,IATTC,EPO
5338138,IATTC,EPO
5338139,IATTC,EPO
5338140,IATTC,EPO
5338141,IATTC,EPO
5338143,IATTC,EPO
5338145,IATTC,EPO
5338147,IATTC,EPO
5338148,IATTC,EPO
5338149,IATTC,EPO
5339002,ICCAT,AT-SE
5339003,ICCAT,AT-SE
5339010,ICCAT,AT-SE
5339011,ICCAT,AT-SE
5339016,ICCAT,AT-SE
5339030,ICCAT,AT-SW
5339039,ICCAT,AT-SW
5339040,ICCAT,AT-SW
5339041,ICCAT,AT-SW
5339042,ICCAT,AT-SW
5339043,ICCAT,AT-SW
5339044,ICCAT,AT-SW
5339045,ICCAT,AT-SW
5339050,ICCAT,AT-SW
5339051,ICCAT,AT-SW
5339053,ICCAT,AT-SW
5339055,ICCAT,AT-SW
5339058,ICCAT,AT-SW
5339103,IATTC,EPO
5339106,IATTC,EPO
5339109,IATTC,EPO
5339110,IATTC,EPO
5339111,IATTC,EPO
5339112,IATTC,EPO
5339116,IATTC,EPO
5339117,IATTC,EPO
5339118,IATTC,EPO
5339126,IATTC,EPO
5339132,IATTC,EPO
5339135,IATTC,EPO
5339136,IATTC,EPO
5339137,IATTC,EPO
5339138,IATTC,EPO
5339139,IATTC,EPO
5339140,IATTC,EPO
5339141,IATTC,EPO
5339142,IATTC,EPO
5339143,IATTC,EPO
5339144,IATTC,EPO
5339145,IATTC,EPO
5339146,IATTC,EPO
5339147,IATTC,EPO
5339148,IATTC,EPO
5339149,IATTC,EPO
5340000,ICCAT,AT-SE
5340002,ICCAT,AT-SE
5340011,ICCAT,AT-SE
5340025,ICCAT,AT-SW
5340028,ICCAT,AT-SW
5340029,ICCAT,AT-SW
5340030,ICCAT,AT-SW
5340031,ICCAT,AT-SW
5340032,ICCAT,AT-SW
5340040,ICCAT,AT-SW
5340041,ICCAT,AT-SW
5340042,ICCAT,AT-SW
5340043,ICCAT,AT-SW
5340044,ICCAT,AT-SW
5340047,ICCAT,AT-SW
5340049,ICCAT,AT-SW
5340050,ICCAT,AT-SW
5340051,ICCAT,AT-SW
5340053,ICCAT,AT-SW
5340110,IATTC,EPO
5340111,IATTC,EPO
5340141,IATTC,EPO
5340142,IATTC,EPO
5340145,IATTC,EPO
5340146,IATTC,EPO
5340147,IATTC,EPO
5340148,IATTC,EPO
5340149,IATTC,EPO
5341045,ICCAT,AT-SW
5341050,ICCAT,AT-SW
5341052,ICCAT,AT-SW
5341053,ICCAT,AT-SW
5341058,ICCAT,AT-SW
5341060,ICCAT,AT-SW
5341061,ICCAT,AT-SW
5341062,ICCAT,AT-SW
5341141,IATTC,EPO
5341147,IATTC,EPO
5341148,IATTC,EPO
5341149,IATTC,EPO
5342047,ICCAT,AT-SW
5342048,ICCAT,AT-SW
5342050,ICCAT,AT-SW
5342053,ICCAT,AT-SW
5342054,ICCAT,AT-SW
5342059,ICCAT,AT-SW
5343010,ICCAT,AT-SE
5343030,ICCAT,AT-SW
5343052,ICCAT,AT-SW
5343053,ICCAT,AT-SW
5343054,ICCAT,AT-SW
5344037,ICCAT,AT-SW
5344048,ICCAT,AT-SW
5344052,ICCAT,AT-SW
5344053,ICCAT,AT-SW
5344054,ICCAT,AT-SW
5347062,ICCAT,AT-SW
5348030,ICCAT,AT-SW
5348048,ICCAT,AT-SW
5349048,ICCAT,AT-SW
5349063,ICCAT,AT-SW
5350050,ICCAT,AT-SW
5350062,ICCAT,AT-SW
5350065,ICCAT,AT-SW
5350068,ICCAT,AT-SW
5351056,ICCAT,AT-SW
5351057,ICCAT,AT-SW
5351063,ICCAT,AT-SW
5351064,ICCAT,AT-SW
5351065,ICCAT,AT-SW
5351066,ICCAT,AT-SW
5351067,ICCAT,AT-SW
5351068,ICCAT,AT-SW
5352058,ICCAT,AT-SW
5352059,ICCAT,AT-SW
5352060,ICCAT,AT-SW
5352063,ICCAT,AT-SW
5352064,ICCAT,AT-SW
5352065,ICCAT,AT-SW
5352066,ICCAT,AT-SW
5352067,ICCAT,AT-SW
5353064,ICCAT,AT-SW
5353065,ICCAT,AT-SW
5356048,ICCAT,AT-SW
5400000,ICCAT,AT-SE
5400001,ICCAT,AT-SE
5400002,ICCAT,AT-SE
5400003,ICCAT,AT-SE
5400004,ICCAT,AT-SE
5400005,ICCAT,AT-SE
5400006,ICCAT,AT-SE
5400007,ICCAT,AT-SE
5400008,ICCAT,AT-SE
5400009,ICCAT,AT-SE
5400010,ICCAT,AT-SE
5400011,ICCAT,AT-SE
5400012,ICCAT,AT-SE
5400013,ICCAT,AT-SE
5400014,ICCAT,AT-SE
5400015,ICCAT,AT-SE
5400016,ICCAT,AT-SE
5400017,ICCAT,AT-SE
5400018,ICCAT,AT-SE
5400031,ICCAT,AT-SW
5400032,ICCAT,AT-SW
5400033,ICCAT,AT-SW
5400034,ICCAT,AT-SW
5400035,ICCAT,AT-SW
5400036,ICCAT,AT-SW
5400037,ICCAT,AT-SW
5400038,ICCAT,AT-SW
5400039,ICCAT,AT-SW
5400040,ICCAT,AT-SW
5400041,ICCAT,AT-SW
5400042,ICCAT,AT-SW
5400044,ICCAT,AT-SW
5400045,ICCAT,AT-SW
5400048,ICCAT,AT-SW
5400079,IATTC,EPO
5400080,IATTC,EPO
5400081,IATTC,EPO
5400082,IATTC,EPO
5400083,IATTC,EPO
5400084,IATTC,EPO
5400085,IATTC,EPO
5400086,IATTC,EPO
5400087,IATTC,EPO
5400088,IATTC,EPO
5400089,IATTC,EPO
5400090,IATTC,EPO
5400091,IATTC,EPO
5400092,IATTC,EPO
5400093,IATTC,EPO
5400094,IATTC,EPO
5400095,IATTC,EPO
5400096,IATTC,EPO
5400097,IATTC,EPO
5400098,IATTC,EPO
5400099,IATTC,EPO
5400100,IATTC,EPO
5400101,IATTC,EPO
5400102,IATTC,EPO
5400103,IATTC,EPO
5400104,IATTC,EPO
5400105,IATTC,EPO
5400106,IATTC,EPO
5400107,IATTC,EPO
5400108,IATTC,EPO
5400109,IATTC,EPO
5400110,IATTC,EPO
5400111,IATTC,EPO
5400112,IATTC,EPO
5400113,IATTC,EPO
5400114,IATTC,EPO
5400115,IATTC,EPO
5400116,IATTC,EPO
5400117,IATTC,EPO
5400118,IATTC,EPO
5400119,IATTC,EPO
5400120,IATTC,EPO
5400121,IATTC,EPO
5400122,IATTC,EPO
5400123,IATTC,EPO
5400124,IATTC,EPO
5400125,IATTC,EPO
5400126,IATTC,EPO
5400127,IATTC,EPO
5400128,IATTC,EPO
5400129,IATTC,EPO
5400130,IATTC,EPO
5400131,IATTC,EPO
5400132,IATTC,EPO
5400133,IATTC,EPO
5400134,IATTC,EPO
5400135,IATTC,EPO
5400136,IATTC,EPO
5400137,IATTC,EPO
5400138,IATTC,EPO
5400139,IATTC,EPO
5400140,IATTC,EPO
5400141,IATTC,EPO
5400142,IATTC,EPO
5400143,IATTC,EPO
5400144,IATTC,EPO
5400145,IATTC,EPO
5400146,IATTC,EPO
5400147,IATTC,EPO
5400148,IATTC,EPO
5400149,IATTC,EPO
5401000,ICCAT,AT-SE
5401001,ICCAT,AT-SE
5401002,ICCAT,AT-SE
5401003,ICCAT,AT-SE
5401004,ICCAT,AT-SE
5401005,ICCAT,AT-SE
5401006,ICCAT,AT-SE
5401007,ICCAT,AT-SE
5401008,ICCAT,AT-SE
5401009,ICCAT,AT-SE
5401010,ICCAT,AT-SE
5401011,ICCAT,AT-SE
5401012,ICCAT,AT-SE
5401013,ICCAT,AT-SE
5401014,ICCAT,AT-SE
5401015,ICCAT,AT-SE
5401016,ICCAT,AT-SE
5401017,ICCAT,AT-SE
5401018,ICCAT,AT-SE
5401019,ICCAT,AT-SE
5401020,ICCAT,AT-SE
5401021,ICCAT,AT-SE
5401022,ICCAT,AT-SE
5401023,ICCAT,AT-SE
5401024,ICCAT,AT-SE
5401025,ICCAT,AT-SE
5401026,ICCAT,AT-SE
5401027,ICCAT,AT-SE
5401028,ICCAT,AT-SE
5401031,ICCAT,AT-SW
5401032,ICCAT,AT-SW
5401033,ICCAT,AT-SW
5401034,ICCAT,AT-SW
5401035,ICCAT,AT-SW
5401036,ICCAT,AT-SW
5401037,ICCAT,AT-SW
5401038,ICCAT,AT-SW
5401039,ICCAT,AT-SW
5401040,ICCAT,AT-SW
5401041,ICCAT,AT-SW
5401042,ICCAT,AT-SW
5401043,ICCAT,AT-SW
5401044,ICCAT,AT-SW
5401045,ICCAT,AT-SW
5401046,ICCAT,AT-SW
5401049,ICCAT,AT-SW
5401078,IATTC,EPO
5401079,IATTC,EPO
5401080,IATTC,EPO
5401081,IATTC,EPO
5401082,IATTC,EPO
5401083,IATTC,EPO
5401084,IATTC,EPO
5401085,IATTC,EPO
5401086,IATTC,EPO
5401087,IATTC,EPO
5401088,IATTC,EPO
5401089,IATTC,EPO
5401090,IATTC,EPO
5401091,IATTC,EPO
5401092,IATTC,EPO
5401093,IATTC,EPO
5401094,IATTC,EPO
5401095,IATTC,EPO
5401096,IATTC,EPO
5401097,IATTC,EPO
5401098,IATTC,EPO
5401099,IATTC,EPO
5401100,IATTC,EPO
5401101,IATTC,EPO
5401102,IATTC,EPO
5401103,IATTC,EPO
5401104,IATTC,EPO
5401105,IATTC,EPO
5401106,IATTC,EPO
5401107,IATTC,EPO
5401108,IATTC,EPO
5401109,IATTC,EPO
5401110,IATTC,EPO
5401111,IATTC,EPO
5401112,IATTC,EPO
5401113,IATTC,EPO
5401114,IATTC,EPO
5401115,IATTC,EPO
5401116,IATTC,EPO
5401117,IATTC,EPO
5401118,IATTC,EPO
5401119,IATTC,EPO
5401120,IATTC,EPO
5401121,IATTC,EPO
5401122,IATTC,EPO
5401123,IATTC,EPO
5401124,IATTC,EPO
5401125,IATTC,EPO
5401126,IATTC,EPO
5401127,IATTC,EPO
5401128,IATTC,EPO
5401129,IATTC,EPO
5401130,IATTC,EPO
5401131,IATTC,EPO
5401132,IATTC,EPO
5401133,IATTC,EPO
5401134,IATTC,EPO
5401135,IATTC,EPO
5401136,IATTC,EPO
5401137,IATTC,EPO
5401138,IATTC,EPO
5401139,IATTC,EPO
5401140,IATTC,EPO
5401141,IATTC,EPO
5401142,IATTC,EPO
5401143,IATTC,EPO
5401144,IATTC,EPO
5401145,IATTC,EPO
5401146,IATTC,EPO
5401147,IATTC,EPO
5401148,IATTC,EPO
5401149,IATTC,EPO
5402000,ICCAT,AT-SE
5402001,ICCAT,AT-SE
5402002,ICCAT,AT-SE
5402003,ICCAT,AT-SE
5402004,ICCAT,AT-SE
5402005,ICCAT,AT-SE
5402006,ICCAT,AT-SE
5402007,ICCAT,AT-SE
5402008,ICCAT,AT-SE
5402009,ICCAT,AT-SE
5402010,ICCAT,AT-SE
5402011,ICCAT,AT-SE
5402012,ICCAT,AT-SE
5402013,ICCAT,AT-SE
5402014,ICCAT,AT-SE
5402015,ICCAT,AT-SE
5402016,ICCAT,AT-SE
5402017,ICCAT,AT-SE
5402018,ICCAT,AT-SE
5402019,ICCAT,AT-SE
5402020,ICCAT,AT-SE
5402021,ICCAT,AT-SE
5402022,ICCAT,AT-SE
5402023,ICCAT,AT-SE
5402024,ICCAT,AT-SE
5402025,ICCAT,AT-SE
5402026,ICCAT,AT-SE
5402027,ICCAT,AT-SE
5402028,ICCAT,AT-SE
5402031,ICCAT,AT-SW
5402032,ICCAT,AT-SW
5402033,ICCAT,AT-SW
5402034,ICCAT,AT-SW
5402035,ICCAT,AT-SW
5402036,ICCAT,AT-SW
5402037,ICCAT,AT-SW
5402038,ICCAT,AT-SW
5402039,ICCAT,AT-SW
5402040,ICCAT,AT-SW
5402041,ICCAT,AT-SW
5402042,ICCAT,AT-SW
5402043,ICCAT,AT-SW
5402044,ICCAT,AT-SW
5402045,ICCAT,AT-SW
5402046,ICCAT,AT-SW
5402047,ICCAT,AT-SW
5402077,IATTC,EPO
5402078,IATTC,EPO
5402079,IATTC,EPO
5402080,IATTC,EPO
5402081,IATTC,EPO
5402082,IATTC,EPO
5402083,IATTC,EPO
5402084,IATTC,EPO
5402085,IATTC,EPO
5402086,IATTC,EPO
5402087,IATTC,EPO
5402088,IATTC,EPO
5402089,IATTC,EPO
5402090,IATTC,EPO
5402091,IATTC,EPO
5402092,IATTC,EPO
5402093,IATTC,EPO
5402094,IATTC,EPO
5402095,IATTC,EPO
5402096,IATTC,EPO
5402097,IATTC,EPO
5402098,IATTC,EPO
5402099,IATTC,EPO
5402100,IATTC,EPO
5402101,IATTC,EPO
5402102,IATTC,EPO
5402103,IATTC,EPO
5402104,IATTC,EPO
5402105,IATTC,EPO
5402106,IATTC,EPO
5402107,IATTC,EPO
5402108,IATTC,EPO
5402109,IATTC,EPO
5402110,IATTC,EPO
5402111,IATTC,EPO
5402112,IATTC,EPO
5402113,IATTC,EPO
5402114,IATTC,EPO
5402115,IATTC,EPO
5402116,IATTC,EPO
